FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	B1	A3	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B5	B6	A4	A5	A6	E1	F5	E5	E6	F1	F2	E2	E3	F3	E4	F4	B2	A1	A2	B3	B4
1650100000	43.33	56.143	55.044	105.026	101.026	87.009	97.932	83.778	79.376	78.282	74.164	85.607	95.043	83.598	79.265	75.530	70.574	54.345	49.336	41.859	102.419	95.897	87.581	74.795	90.410	110.291	100.556	85.427	137.179	96.863	116.282	70.227	55.254	47.842	60.358	64.912
1650140000	43.33	57.723	55.761	102.137	103.829	86.487	100.923	82.889	74.256	87.419	75.483	80.564	98.410	92.615	85.957	78.812	67.270	55.920	54.282	41.333	102.308	97.172	93.111	76.376	88.573	115.504	98.026	83.120	130.350	103.573	111.812	71.109	53.553	52.355	53.642	67.020
1650180000	43.33	55.723	58.920	100.487	102.556	92.838	103.308	78.786	79.479	82.179	73.172	77.932	101.923	85.940	80.188	74.521	65.896	58.469	53.127	42.303	104.624	95.836	89.051	75.795	93.333	116.940	101.675	81.786	134.923	98.162	117.701	72.182	61.474	48.882	59.463	68.539
1680020000	43.65	57.125	57.319	105.350	106.333	88.641	101.838	86.966	79.974	84.436	73.922	78.692	98.983	89.590	79.453	80.222	65.304	60.752	56.109	39.505	101.162	91.216	96.786	77.231	90.778	120.752	101.795	87.547	135.462	104.692	119.316	76.291	56.430	48.934	57.194	66.373
1680060000	43.65	62.438	67.867	106.624	101.641	86.752	102.026	81.769	80.504	80.137	69.302	78.821	99.538	88.188	86.812	77.214	63.478	60.319	47.409	43.374	101.291	96.353	91.530	78.034	95.145	115.000	103.897	86.154	137.068	98.932	122.675	72.836	56.491	51.500	59.821	68.696
1680100000	43.65	59.991	62.425	106.154	100.282	87.590	95.085	85.368	75.795	85.205	70.905	85.829	101.778	86.547	80.547	72.675	67.800	55.956	54.909	44.051	98.829	86.905	92.256	79.282	86.880	115.026	105.231	86.855	132.556	96.778	120.829	65.191	55.219	45.697	55.433	67.039
1680140000	43.65	61.580	55.938	104.487	105.855	89.282	95.547	83.709	80.265	79.769	73.353	82.248	98.274	94.393	83.573	76.239	68.157	59.920	55.164	37.869	99.248	89.879	93.872	77.607	90.034	116.521	99.906	84.949	140.453	97.991	115.803	69.700	55.105	40.605	59.418	66.069
1680180000	43.65	56.875	58.664	105.564	100.051	90.598	101.513	83.752	79.342	80.615	74.078	81.786	98.863	88.154	83.479	73.966	65.774	60.124	51.327	46.980	102.265	94.422	93.068	77.231	94.043	115.650	100.359	82.026	138.385	99.889	121.897	65.536	65.289	44.224	63.104	65.382
1710020000	43.98	59.616	54.159	106.872	96.504	86.795	97.145	86.496	76.974	84.034	70.284	79.068	99.957	86.419	87.855	72.265	71.243	58.044	55.709	39.444	101.658	94.147	94.479	80.624	88.188	119.846	98.675	86.256	136.171	104.188	124.462	67.982	60.114	48.368	63.463	70.755
1710060000	43.98	58.491	59.876	109.248	97.744	86.128	102.709	81.641	79.581	87.222	71.759	78.897	99.641	88.812	84.308	79.060	63.574	56.655	56.536	41.040	93.957	95.819	91.009	78.350	87.137	120.675	108.231	83.957	139.103	99.333	117.111	72.445	56.175	44.579	63.552	70.284
1710100000	43.98	57.670	58.115	113.769	99.436	92.017	101.530	87.581	77.316	81.940	67.897	81.009	99.667	88.838	84.932	73.256	71.522	59.257	51.636	46.707	103.444	92.440	98.342	74.419	92.658	115.974	99.718	88.624	133.932	100.872	123.453	68.918	59.228	44.132	65.851	72.118
1710140000	43.98	57.080	59.071	110.444	98.256	90.658	100.265	81.838	81.239	82.564	68.741	74.692	100.906	92.675	83.111	73.197	63.183	55.513	50.755	41.909	105.145	92.388	92.017	75.940	92.658	118.094	98.692	89.368	143.154	101.043	121.940	74.173	59.149	46.026	68.672	69.098
1710180000	43.98	62.562	62.487	109.718	102.726	90.026	97.692	79.496	80.821	81.376	73.552	74.214	95.658	83.547	82.034	74.650	70.539	54.469	54.173	39.000	99.291	94.009	89.650	80.325	87.111	117.402	104.231	85.991	135.624	100.701	118.325	67.764	58.246	48.921	61.552	69.000
1740020000	44.32	59.223	58.460	104.735	97.940	86.632	98.197	87.761	80.709	82.556	73.405	79.846	99.171	91.103	88.718	73.291	66.243	57.088	57.618	45.212	100.889	91.198	97.957	83.795	91.128	117.179	101.239	88.547	138.966	103.060	118.077	70.191	61.316	46.447	60.955	67.059
1740060000	44.32	54.562	66.195	103.667	101.308	88.692	97.530	84.470	74.991	82.615	68.172	80.453	97.778	87.436	80.564	77.974	64.774	58.088	51.364	41.152	101.419	92.397	97.060	81.530	92.043	119.581	102.863	86.043	135.829	104.838	118.299	68.236	58.789	42.171	65.612	69.520
1740100000	44.32	58.000	56.336	104.598	102.145	90.342	99.128	80.239	75.462	86.333	76.328	81.068	98.957	86.256	83.111	83.308	65.661	59.850	53.055	44.788	99.137	93.422	86.453	78.855	88.419	117.419	108.624	88.128	137.684	102.128	124.906	71.309	58.816	42.026	66.343	66.598
1740140000	44.32	56.741	56.345	103.726	99.513	87.359	95.487	81.718	81.598	85.068	66.690	78.171	103.855	83.556	81.205	73.718	69.548	56.726	49.927	41.586	104.188	91.767	89.872	77.103	94.786	116.479	101.675	84.017	133.256	104.479	119.402	71.209	53.851	46.276	59.731	70.892
1740180000	44.32	54.821	54.814	99.983	100.701	89.291	99.376	82.658	73.957	81.812	69.267	80.726	102.650	87.821	86.154	78.744	67.443	55.699	54.000	46.687	104.137	97.759	95.915	74.128	90.308	118.051	98.350	84.778	135.171	97.504	124.222	70.036	58.877	41.434	60.627	64.912
1770020000	44.66	55.946	63.239	105.342	105.436	85.368	103.949	86.872	81.863	83.325	72.250	80.701	101.316	90.068	90.701	77.940	66.739	56.310	55.736	44.859	102.410	96.198	90.017	83.709	92.368	119.880	103.564	90.325	137.162	105.812	124.333	73.500	60.044	53.342	64.985	73.422
1770060000	44.67	58.562	60.681	102.359	95.359	92.769	100.897	81.863	76.812	77.966	79.353	79.872	95.333	89.154	80.940	80.128	67.200	56.071	52.718	41.182	101.761	89.172	93.171	81.444	90.581	117.248	103.838	88.034	138.179	97.880	114.564	70.564	54.158	45.921	66.269	65.216
1770100000	44.67	58.661	60.788	105.444	103.675	89.094	93.923	84.214	74.077	82.427	71.095	81.829	103.043	87.248	82.795	80.556	68.530	57.186	55.609	41.374	113.026	98.629	89.598	76.128	92.470	116.342	99.632	86.274	136.214	104.419	119.786	71.445	55.895	41.803	61.015	69.676
1770140000	44.67	57.580	62.088	105.376	97.940	88.350	97.376	82.444	82.316	82.564	74.379	80.179	98.684	90.692	88.068	76.821	65.609	59.956	51.600	38.030	103.556	95.026	93.188	77.385	91.521	121.530	92.444	92.222	139.590	100.957	123.974	74.518	56.895	45.487	65.358	66.735
1770180000	44.67	57.089	56.708	103.821	104.556	88.470	97.453	85.744	83.735	79.940	68.250	80.786	102.538	86.838	84.983	79.419	66.617	58.540	49.927	42.222	107.085	93.526	91.915	76.479	89.496	116.786	100.650	84.838	130.590	102.538	121.496	68.309	58.833	48.671	62.672	69.451
1800020000	45.01	54.134	61.947	104.607	99.889	88.009	103.983	85.752	79.094	81.812	76.698	77.667	95.838	91.726	86.778	79.803	63.930	60.504	58.373	43.808	103.171	96.431	96.726	81.077	88.991	123.325	106.333	96.325	142.154	111.316	124.282	68.718	55.430	55.158	64.493	68.814
1800060000	45.01	53.455	60.088	110.316	102.077	89.017	104.000	80.641	77.855	78.641	73.776	75.855	99.094	85.684	87.359	75.761	71.670	57.637	52.900	47.101	102.376	96.086	94.231	80.094	89.744	115.650	102.137	87.299	136.991	103.547	122.974	72.118	56.474	43.447	60.866	70.118
1800100000	45.01	62.268	56.018	107.726	99.761	86.872	99.838	87.684	76.521	85.444	70.414	81.214	96.590	90.436	88.521	76.308	65.643	61.504	53.873	41.838	100.205	99.302	95.487	81.487	89.282	118.812	102.256	92.248	143.727	104.803	121.667	70.636	58.781	47.605	62.985	70.882
1800140000	45.01	58.000	54.885	103.752	95.949	88.778	99.812	84.795	72.556	83.556	71.526	75.077	103.915	93.188	88.231	79.145	68.922	64.566	49.964	43.182	99.872	92.707	94.974	78.197	93.556	113.188	97.393	83.769	139.573	104.385	128.709	71.391	57.430	42.816	68.015	67.049
1800180000	45.01	60.830	65.283	103.231	99.829	88.821	100.846	85.308	78.470	82.521	72.138	84.051	101.188	93.299	84.709	75.000	61.513	61.274	53.845	40.717	101.530	92.422	92.453	79.214	90.009	122.880	101.282	88.043	139.051	105.017	119.128	68.173	60.044	46.697	62.567	65.843
1830020000	45.33	56.580	55.531	104.026	103.675	86.812	96.923	90.812	77.444	87.974	72.560	79.034	99.709	93.316	88.060	75.214	65.635	61.655	55.836	40.465	104.077	96.284	96.154	79.308	99.573	123.034	100.761	93.487	144.957	105.359	121.068	71.455	59.351	48.789	66.821	72.686
1830060000	45.33	53.741	61.965	101.718	107.265	84.521	101.846	87.735	80.402	87.410	72.198	83.154	99.368	90.444	83.778	80.581	66.730	64.124	51.827	41.667	105.128	99.759	95.410	81.239	96.795	119.641	104.761	95.248	144.940	106.607	124.744	69.636	59.079	48.263	67.597	68.471
1830100000	45.33	60.134	58.230	99.017	100.615	88.197	100.316	89.684	80.701	83.684	70.319	79.137	101.701	93.940	87.778	79.444	70.565	63.274	51.409	44.970	109.051	92.966	95.274	70.239	97.915	121.966	106.923	100.915	134.248	106.650	114.453	70.727	59.333	49.882	66.209	70.373
1830140000	45.33	54.562	60.115	109.632	98.000	83.359	102.462	80.239	80.855	84.658	68.940	78.855	103.179	87.402	92.162	78.632	68.078	54.487	56.291	44.556	109.205	94.793	90.128	77.427	94.291	123.325	99.427	91.778	139.462	103.256	116.940	69.700	57.298	48.500	70.104	71.010
1830180000	45.33	58.411	59.212	104.197	97.350	89.521	102.590	79.274	80.197	84.128	75.862	76.684	102.615	94.641	87.436	79.932	70.565	63.274	59.909	44.061	104.624	97.060	99.000	77.547	95.641	117.821	103.316	91.205	141.265	101.786	122.752	68.155	60.333	46.342	63.030	67.216
1860020000	45.67	56.866	62.460	109.615	99.897	90.291	103.214	81.342	78.889	83.256	73.983	81.179	108.761	94.171	87.744	79.667	64.965	58.982	54.673	43.869	105.590	95.448	95.983	84.778	89.009	127.624	104.692	100.239	140.658	101.838	126.120	71.391	56.474	49.395	69.000	71.431
1860060000	45.67	52.607	59.973	104.923	95.872	85.325	100.291	84.786	74.103	83.120	71.164	72.667	103.556	89.350	92.051	83.419	67.270	64.354	56.864	44.354	108.538	95.172	98.402	82.154	96.863	119.932	103.530	98.556	141.436	104.863	126.838	72.027	58.465	46.132	61.328	70.902
1860100000	45.67	55.116	55.124	100.812	98.667	88.145	97.402	85.205	74.222	84.906	69.060	73.154	105.838	91.325	86.222	73.547	70.000	60.673	55.409	43.495	103.513	97.543	97.966	77.846	93.880	127.897	100.444	94.350	140.778	108.726	124.256	70.891	54.816	45.474	59.269	67.961
1860140000	45.67	57.393	58.637	105.154	104.274	85.077	101.513	83.103	77.573	83.675	72.466	73.419	101.692	86.897	85.521	74.889	64.800	61.770	56.700	44.020	102.256	98.267	97.436	80.316	94.949	117.530	98.222	96.752	146.060	104.889	124.060	70.045	60.482	47.776	61.821	65.637
1860180000	45.67	61.223	61.602	103.855	99.462	83.453	99.248	84.068	77.504	82.393	77.388	79.154	105.060	85.068	90.726	76.316	64.800	61.257	51.036	42.687	104.162	94.293	99.966	82.940	94.650	123.205	99.239	96.684	141.564	104.017	118.051	69.973	56.763	45.066	68.164	67.059
1890020000	46.01	55.804	60.982	106.726	100.786	87.872	101.419	83.641	79.342	79.598	76.069	79.991	108.419	93.821	92.590	80.333	69.878	62.584	54.273	45.384	108.248	94.276	97.026	81.632	95.248	120.590	105.838	98.607	143.504	105.188	126.308	69.609	59.711	46.303	65.940	66.941
1890060000	46.01	59.125	55.425	105.786	98.726	87.513	97.983	84.333	81.256	84.923	74.940	80.222	101.496	89.692	92.564	77.556	67.313	57.044	55.155	46.071	103.624	94.293	99.376	74.547	95.154	124.709	101.709	102.761	143.795	108.179	124.880	75.173	57.719	47.355	66.313	65.284
1890100000	46.01	60.125	59.150	105.607	101.222	90.718	103.154	82.162	73.701	76.581	72.534	73.615	103.376	97.504	88.983	87.350	69.417	59.531	53.973	41.616	103.504	91.698	101.188	82.444	97.410	122.803	106.299	99.068	147.769	106.812	122.479	70.473	59.289	53.118	61.866	70.157
1890140000	46.02	57.000	59.770	102.291	104.308	94.231	104.504	88.915	77.513	86.385	74.940	78.410	102.470	91.009	86.419	77.829	68.513	57.531	50.455	45.051	106.889	93.302	99.239	77.162	97.359	121.444	99.726	93.786	141.385	106.513	124.598	71.091	54.386	51.039	60.045	65.578
1890180000	46.02	63.866	57.876	105.137	104.051	89.034	100.291	85.803	77.718	80.855	75.078	79.786	102.718	93.983	88.624	75.889	66.287	62.982	54.055	49.737	108.718	98.578	98.991	82.521	95.564	119.838	100.974	99.368	145.632	106.974	127.906	72.845	55.009	47.763	60.612	67.392
1920020000	46.34	59.143	61.673	107.248	103.248	91.761	105.547	83.214	81.145	82.231	73.328	76.846	104.239	94.906	84.932	82.932	64.991	62.575	53.000	44.424	109.402	93.353	99.991	77.983	98.983	125.744	104.333	104.906	146.197	112.043	124.735	71.882	63.614	50.105	64.597	68.500
1920060000	46.34	51.491	56.257	107.299	100.812	84.359	101.470	81.744	74.094	77.453	72.845	79.957	106.675	90.983	90.026	80.017	68.078	57.637	56.200	41.747	101.231	100.784	101.427	81.171	95.915	119.462	100.359	100.342	148.709	113.043	124.009	66.927	60.781	40.579	62.940	68.137
1920100000	46.34	57.411	57.690	109.855	106.632	88.299	103.077	87.906	74.692	78.487	69.190	72.761	103.000	94.701	90.299	82.974	67.009	58.106	57.236	44.727	106.145	95.431	108.214	84.239	96.521	121.915	104.111	101.821	142.111	105.923	122.957	69.418	59.947	45.408	60.179	64.873
1920140000	46.34	54.696	58.009	104.350	102.786	87.795	95.658	87.444	73.043	78.556	69.017	78.256	98.239	91.068	96.615	81.923	72.687	52.265	49.536	40.838	104.197	96.724	100.103	86.291	93.658	122.162	100.274	97.256	144.778	106.479	122.615	70.218	58.465	45.447	64.985	67.941
1920180000	46.34	57.848	62.133	109.829	107.376	90.051	102.171	82.487	79.547	80.991	69.655	78.077	108.043	93.453	93.222	81.923	74.183	58.540	57.518	45.061	112.786	99.483	98.111	76.162	96.291	117.632	100.966	100.094	143.821	107.915	126.333	73.055	60.895	47.855	62.119	67.216
1950020000	46.67	63.911	60.912	110.077	106.128	92.017	105.487	82.547	76.889	87.650	75.371	79.231	112.009	93.060	95.026	82.675	72.209	63.230	59.900	44.424	112.299	104.836	108.308	81.778	97.872	124.145	104.991	107.085	140.162	106.043	127.504	73.118	60.974	50.118	65.179	72.735
1950060000	46.67	55.616	62.035	112.769	103.556	86.940	106.744	86.419	82.726	83.376	63.948	74.709	106.051	93.077	92.222	76.504	66.235	58.097	53.864	47.273	105.991	97.776	102.701	79.282	96.402	124.778	104.906	104.231	146.308	108.188	128.949	69.455	59.974	51.921	64.343	64.431
1950100000	46.68	60.196	59.115	116.504	104.479	88.632	104.479	79.128	81.573	79.803	69.388	74.709	103.538	92.145	93.274	78.581	67.617	59.221	49.400	41.727	108.983	90.353	102.812	80.265	99.761	127.897	104.564	102.684	148.350	109.855	130.197	71.264	65.500	51.855	56.045	69.961
1950140000	46.68	54.357	59.876	108.291	105.615	93.043	99.094	86.085	82.530	78.479	72.086	77.573	102.513	91.846	90.709	85.513	69.652	63.221	57.109	48.687	103.821	92.500	107.504	81.017	94.154	128.009	101.111	105.256	141.940	109.479	126.974	74.436	65.421	47.921	65.343	64.510
1950180000	46.68	58.714	61.938	115.128	105.171	89.026	102.103	90.966	84.966	82.154	70.983	72.880	105.470	91.120	89.359	82.137	69.391	63.956	54.073	44.747	99.940	95.603	106.863	79.692	100.154	122.205	105.197	102.368	149.316	109.419	131.513	70.364	63.018	50.355	62.507	66.814
1980020000	47.01	62.580	56.841	110.897	108.983	93.017	104.111	89.590	80.410	84.077	74.302	75.906	110.128	95.017	94.043	79.906	66.722	62.575	51.682	46.263	109.846	101.284	107.282	81.872	101.675	132.342	105.162	106.487	147.462	111.983	136.299	73.645	68.096	45.776	66.299	65.529
1980060000	47.02	60.777	57.478	112.547	105.675	96.179	104.889	81.496	81.256	87.205	74.060	74.103	107.838	96.214	98.957	84.316	73.443	62.823	54.891	49.909	110.077	94.853	100.795	85.923	106.291	129.248	99.026	110.829	145.872	113.291	126.504	76.818	65.579	49.829	64.000	67.431
1980100000	47.02	61.295	66.186	113.496	110.846	99.222	106.043	90.581	83.581	85.821	72.500	83.043	109.812	98.701	95.256	78.940	70.139	57.770	53.645	47.111	107.179	94.793	105.120	78.974	106.197	123.590	103.214	109.615	153.940	112.872	127.179	77.527	63.623	54.961	64.731	71.765
1980140000	47.02	57.982	62.903	116.393	109.068	97.111	101.009	81.863	85.034	88.299	72.491	75.889	107.983	94.248	96.333	82.752	69.991	61.283	53.627	41.081	112.376	95.897	105.342	81.897	102.632	127.889	101.077	104.838	152.051	117.889	126.094	74.136	62.807	47.658	64.866	72.608
1980180000	47.02	56.170	56.327	112.940	107.393	92.342	104.846	82.709	81.752	82.513	70.526	77.581	105.496	95.017	95.051	79.000	65.409	57.177	52.227	42.455	106.470	94.862	105.308	86.154	101.256	126.957	94.154	106.453	146.145	107.624	124.342	69.782	58.605	43.645	62.418	68.265
2010020000	47.33	62.812	62.540	122.709	115.000	99.060	107.325	88.624	82.769	80.923	69.897	80.094	109.120	100.932	101.051	82.197	65.548	62.690	54.955	47.010	107.197	92.879	112.607	85.248	106.513	126.692	104.675	108.094	152.197	115.043	127.128	76.727	59.421	52.737	61.970	67.745
2010060000	47.33	61.848	57.735	117.880	115.154	101.795	106.684	84.299	84.291	85.291	73.431	80.803	110.308	93.325	100.752	75.325	64.574	59.292	54.673	43.323	106.752	98.310	111.915	80.684	104.949	132.316	101.256	110.444	148.880	112.444	131.410	72.764	62.237	50.763	59.866	72.951
2010100000	47.33	58.491	60.319	120.940	112.752	98.650	103.470	80.333	82.675	89.393	70.828	78.342	112.393	100.786	98.154	82.231	69.348	62.336	48.173	46.747	112.274	91.905	108.684	79.778	106.068	134.744	103.556	108.060	152.145	113.085	133.983	78.536	64.404	52.474	61.642	71.853
2010140000	47.33	56.000	61.496	124.248	115.470	96.419	103.017	85.085	87.641	86.761	75.078	79.308	114.128	98.504	97.923	81.684	66.035	57.009	49.873	44.242	109.966	93.362	112.675	83.667	106.487	136.581	102.419	112.094	152.256	110.718	128.897	74.800	66.377	52.421	63.522	75.598
2010180000	47.33	55.312	62.389	119.000	113.556	94.692	109.077	85.949	83.718	86.915	71.086	75.154	111.368	97.179	99.556	81.641	69.200	60.195	50.945	44.485	111.615	94.560	107.581	80.923	102.504	133.299	105.154	112.000	150.060	113.880	131.718	75.936	64.895	49.237	64.119	69.539
2040020000	47.67	64.759	59.407	126.214	120.444	102.923	101.385	82.453	86.077	86.590	78.759	76.855	107.752	98.709	99.923	81.769	66.009	61.239	60.455	40.828	110.880	100.888	116.607	81.376	109.162	138.632	108.197	115.803	151.350	114.504	128.085	72.027	62.842	52.658	61.701	70.824
2040060000	47.67	60.652	62.398	120.726	119.094	96.906	100.487	86.547	82.444	86.188	69.793	80.051	113.556	98.427	101.803	83.265	71.835	61.885	52.973	45.778	114.701	100.690	118.402	82.368	112.359	135.521	106.043	112.590	145.333	118.462	130.889	68.918	63.807	47.237	64.284	68.137
2040100000	47.67	54.705	62.035	121.427	122.658	97.641	102.641	84.094	83.077	92.017	75.405	81.368	113.282	98.504	106.718	78.419	64.896	67.920	53.218	50.091	115.667	98.422	112.487	83.684	107.983	133.308	106.974	111.274	153.085	125.846	129.060	73.745	57.789	45.500	63.940	67.765
2040140000	47.67	59.125	59.336	123.786	119.291	99.333	109.410	83.103	86.803	87.376	72.112	85.803	110.060	97.615	101.564	76.983	65.783	60.363	56.864	43.859	111.145	98.405	109.350	87.863	102.897	130.111	106.479	114.368	147.145	115.795	130.778	75.582	63.526	45.461	59.955	71.775
2040180000	47.67	59.571	62.646	122.034	124.128	102.513	103.650	87.444	80.709	84.137	72.336	78.692	114.197	99.726	102.043	80.274	63.496	63.133	58.909	46.263	112.444	100.302	111.316	83.564	108.573	132.530	108.974	111.974	146.735	115.368	129.701	70.582	64.833	42.987	61.657	75.333
2070020000	48.02	60.143	60.159	127.282	125.427	104.231	104.675	87.957	85.462	95.274	70.828	84.282	112.521	100.940	113.265	81.795	71.174	60.558	52.927	41.384	111.171	99.853	114.342	88.880	110.291	150.615	109.624	122.145	149.085	122.077	136.009	73.564	66.518	50.724	66.104	72.686
2070060000	48.02	56.616	61.717	120.650	129.983	103.359	106.427	86.966	87.744	94.821	76.147	81.453	110.051	100.462	112.462	82.291	68.400	52.973	55.718	51.071	112.479	98.267	118.231	88.940	115.316	140.795	106.872	121.906	150.727	118.821	129.744	75.573	61.667	54.421	68.179	75.373
2070100000	48.02	57.652	61.221	128.761	128.504	102.342	104.436	85.000	85.726	92.342	71.060	80.060	110.427	103.846	102.145	74.786	62.287	63.673	56.345	45.364	116.051	94.888	117.872	88.120	111.222	146.487	108.795	113.915	146.615	119.419	128.624	69.764	66.281	50.763	66.851	76.000
2070140000	48.02	61.643	67.159	123.940	122.846	97.803	108.607	85.128	87.744	86.735	71.371	79.761	117.154	94.897	108.991	81.120	69.157	59.212	53.991	40.929	105.162	98.940	114.846	91.299	106.453	146.393	107.556	116.795	147.282	121.197	138.239	75.936	63.088	51.803	68.418	70.196
2070180000	48.02	57.830	63.805	130.821	124.821	108.744	108.504	86.564	91.786	93.667	71.267	83.855	117.598	98.282	108.222	87.752	67.730	61.257	50.400	42.919	114.222	99.940	114.487	87.137	108.880	142.974	107.496	116.667	152.863	125.393	135.573	72.809	65.754	49.026	66.537	71.294
2100020000	48.35	61.670	64.664	128.402	132.197	108.556	101.795	87.265	85.513	97.521	78.069	83.812	113.274	104.624	113.692	85.897	65.835	64.035	55.227	44.020	110.889	104.043	118.821	94.026	110.479	151.744	111.137	120.709	145.846	129.085	140.957	75.900	65.018	60.408	66.119	71.667
2100060000	48.35	59.080	63.257	126.291	126.897	109.009	107.735	83.145	88.282	98.402	73.138	84.496	114.974	101.470	116.179	81.513	70.757	54.053	59.018	39.747	109.214	99.233	118.513	95.479	112.444	152.402	109.111	124.043	154.154	121.547	130.838	78.336	63.877	49.474	66.328	70.363
2100100000	48.35	61.393	68.248	128.248	131.991	111.949	107.769	94.026	88.231	95.359	71.802	84.068	117.667	98.419	114.470	91.145	73.174	62.478	56.464	43.141	116.521	103.922	119.778	92.692	108.068	152.427	110.564	125.821	151.171	120.915	130.436	76.618	63.219	56.961	60.970	63.255
2100140000	48.35	64.330	64.363	123.393	130.974	112.897	109.487	89.538	90.325	89.949	69.560	78.983	108.359	97.829	112.761	81.786	67.713	57.894	52.245	40.960	114.778	99.853	115.889	97.547	114.137	152.513	106.265	125.051	152.897	123.120	134.359	70.173	69.579	61.276	62.881	68.990
2100180000	48.35	58.911	63.310	127.607	125.043	105.880	104.111	80.504	91.017	98.607	74.690	77.598	116.855	98.051	109.444	84.949	69.217	60.726	50.518	43.535	110.940	102.353	117.752	90.248	110.479	149.915	107.726	125.530	149.940	124.436	134.316	72.127	61.044	51.566	70.015	74.784
2130020000	48.68	56.089	61.903	131.496	127.034	109.111	106.077	84.154	88.718	102.214	69.328	84.598	119.239	101.556	119.171	91.829	73.817	64.345	55.318	42.505	112.274	111.871	128.034	96.624	115.786	155.350	111.966	130.957	158.932	132.598	139.795	76.073	64.035	55.066	65.030	72.402
2130060000	48.68	62.688	64.743	123.889	128.778	109.598	108.632	89.376	90.752	99.316	74.103	88.410	116.393	106.846	117.701	92.197	71.878	57.469	57.555	45.697	112.735	105.112	122.641	92.667	112.316	161.581	111.120	125.154	158.615	133.410	138.607	73.791	69.053	53.079	66.134	78.853
2130100000	48.68	58.366	66.637	134.547	131.974	108.051	107.795	87.513	95.949	103.034	77.095	81.615	115.256	100.521	114.795	88.068	70.591	57.425	61.636	43.333	115.556	103.164	128.222	95.026	113.444	156.376	113.436	129.145	159.239	129.769	135.017	77.273	67.193	56.737	64.716	71.951
2130140000	48.68	62.571	60.044	125.991	133.043	108.521	109.291	86.812	96.889	97.051	78.448	83.650	118.085	109.231	113.521	88.291	73.635	59.372	56.264	45.808	119.915	106.319	127.632	92.786	116.632	156.701	111.556	135.427	154.521	130.709	131.795	75.564	67.667	60.224	61.791	74.412
2130180000	48.69	58.366	65.858	129.590	132.239	106.350	112.222	89.812	97.718	104.068	72.457	80.872	117.949	104.744	116.453	89.299	71.061	58.469	61.300	45.030	115.231	103.543	127.735	96.197	114.342	155.624	112.188	128.632	155.368	128.803	136.359	75.055	68.807	60.066	66.522	70.098
2160020000	49.01	55.500	61.407	130.419	134.222	107.932	108.538	91.436	96.453	105.744	80.422	90.427	116.932	104.444	116.453	90.923	85.574	57.460	55.918	46.273	117.735	104.509	131.094	96.735	119.419	173.197	122.333	141.427	159.538	143.641	141.556	74.855	63.807	53.132	65.925	79.686
2160060000	49.01	64.795	66.531	129.333	132.171	111.034	110.120	83.179	97.949	103.385	73.776	88.957	121.624	105.718	116.427	89.436	79.522	57.991	55.264	40.545	119.436	109.534	121.932	98.393	119.103	164.632	111.051	142.590	158.940	142.658	137.453	71.682	68.816	50.921	63.119	70.814
2160100000	49.01	58.304	66.292	131.385	137.385	113.410	106.598	86.974	102.068	105.897	76.224	91.000	116.496	107.265	116.009	89.419	72.113	61.504	57.882	40.768	116.932	106.828	125.470	99.239	110.222	165.205	113.333	135.829	158.017	147.615	142.624	75.882	69.219	61.053	71.179	74.294
2160140000	49.01	64.018	62.549	125.308	135.966	113.607	108.880	88.111	98.701	103.915	75.784	83.402	120.479	108.838	114.068	89.701	70.583	63.593	57.436	39.394	117.513	111.474	131.581	96.222	115.034	163.299	112.915	140.556	158.684	141.453	141.641	72.082	68.088	59.434	69.045	74.078
2160180000	49.01	58.821	70.301	135.983	130.444	108.256	110.487	87.949	95.658	106.188	75.828	86.692	123.684	103.991	111.778	89.949	72.339	60.602	57.009	37.626	115.821	112.474	125.906	95.598	114.197	158.650	117.983	135.145	159.829	137.581	140.692	71.500	59.237	54.961	67.985	77.510
2190020000	49.35	62.518	66.469	131.735	134.145	120.974	109.222	88.120	104.282	115.248	73.862	91.077	127.675	106.538	122.803	99.769	76.443	63.708	60.964	43.515	125.393	107.948	138.906	98.855	122.615	177.752	124.128	146.915	163.222	152.641	145.265	71.291	71.772	57.776	66.448	74.784
2190060000	49.35	60.679	65.814	128.179	142.991	110.795	106.479	88.624	101.684	111.564	71.690	89.778	121.419	109.265	115.154	94.444	77.765	65.451	60.509	43.929	122.496	114.741	134.470	101.026	116.915	174.368	117.470	144.222	157.991	152.744	141.556	70.336	65.930	61.908	69.672	67.324
2190100000	49.35	66.268	62.469	136.342	137.983	120.829	109.521	89.906	112.282	106.547	77.500	88.718	124.026	105.650	116.060	98.325	81.391	64.009	59.673	45.313	123.000	109.095	133.462	103.641	115.598	177.444	125.538	141.778	156.889	150.838	139.103	74.936	71.386	66.987	65.433	78.020
2190140000	49.35	59.634	57.717	132.299	137.991	118.658	112.060	87.017	107.573	113.427	80.414	93.607	122.769	103.496	120.051	93.299	74.374	63.496	60.673	44.990	120.291	110.172	130.162	100.872	123.350	173.991	126.974	144.325	156.299	155.051	148.017	73.145	68.088	60.789	62.985	75.363
2190180000	49.35	57.491	64.938	132.462	141.538	112.855	110.197	96.581	102.496	110.530	77.681	85.906	122.256	108.991	114.547	94.436	79.565	64.150	59.182	47.162	118.974	105.293	135.701	104.436	119.043	174.863	126.949	147.000	156.402	156.692	139.846	73.018	70.035	62.618	62.164	74.990
