FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	B1	A3	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B5	B6	A4	A5	A6	E1	F5	E5	E6	F1	F2	E2	E3	F3	E4	F4	B2	A1	A2	B3	B4
3330060000	62.04	181.911	158.345	221.128	237.179	268.248	149.368	403.325	178.017	365.453	352.052	208.701	447.453	399.248	235.137	249.231	188.861	204.071	227.464	120.000	349.889	177.250	47.718	56.205	330.641	254.940	75.342	163.120	347.778	256.120	307.897	165.645	302.018	132.605	123.403	197.686
3330100000	62.04	178.062	165.690	228.479	231.803	269.667	147.530	407.103	177.573	364.590	347.129	206.179	440.128	404.436	237.265	250.496	181.557	198.062	227.364	122.515	347.650	181.112	43.923	48.410	336.205	249.547	67.145	159.077	350.368	254.436	312.940	166.418	300.202	137.566	114.403	198.853
3330140000	62.04	175.295	158.381	222.128	236.538	272.812	142.624	408.436	177.786	363.556	347.276	210.325	442.735	405.299	241.940	260.248	185.374	207.460	222.745	125.717	345.325	178.491	44.667	57.641	339.769	261.615	67.667	159.453	349.855	262.709	316.077	167.000	303.114	134.447	112.209	194.892
3330180000	62.04	175.723	160.540	220.598	236.983	269.120	145.513	402.863	175.282	365.017	349.457	199.145	444.709	401.923	231.128	246.650	189.643	203.619	230.891	124.545	346.017	181.767	46.359	55.547	338.667	255.453	69.308	158.009	352.034	249.034	306.308	173.464	302.851	141.066	117.985	196.892
3360020000	62.38	215.902	173.655	221.615	262.692	267.744	150.581	399.564	165.299	361.017	347.224	201.137	438.932	392.675	234.325	260.564	180.061	207.283	278.118	128.596	327.521	208.569	41.650	57.026	337.607	246.983	65.658	153.778	349.769	259.615	334.795	175.927	306.614	134.408	134.970	239.069
3360060000	62.38	218.036	179.257	216.940	252.291	265.453	147.949	395.581	162.556	358.068	339.319	202.513	427.368	393.513	226.812	257.444	179.635	204.150	271.636	124.758	328.479	206.534	41.154	52.068	330.444	248.701	67.556	156.821	341.598	252.846	334.769	178.136	304.579	129.645	123.701	239.059
3360100000	62.38	211.277	177.655	224.248	257.068	259.427	150.000	399.043	167.949	356.231	344.690	203.752	433.350	390.179	231.752	257.145	177.017	207.018	267.982	127.626	325.829	205.543	41.444	50.530	336.675	243.094	73.889	155.427	344.778	259.880	331.368	179.336	296.763	133.276	125.821	240.510
3360140000	62.38	218.134	183.071	220.880	249.607	259.410	144.504	396.453	166.974	360.034	343.741	204.256	425.222	385.188	229.667	247.889	182.061	208.558	263.491	124.626	319.829	199.888	40.393	54.188	341.410	251.974	68.897	153.111	350.316	250.385	333.855	172.618	304.447	131.592	118.761	238.539
3360180000	62.38	215.250	179.319	210.265	255.444	263.855	151.632	395.376	165.727	353.838	343.991	196.538	429.359	387.940	233.487	248.761	176.470	208.053	259.627	121.758	333.179	203.629	43.368	56.154	332.573	246.838	69.632	151.632	340.248	255.846	330.342	175.791	298.544	132.250	123.463	240.098
3390020000	62.72	243.696	196.177	217.026	265.316	248.718	158.376	400.547	159.453	363.017	343.078	200.829	437.564	376.137	228.906	248.154	174.287	224.938	271.600	132.192	318.496	215.129	43.299	50.718	346.855	241.009	67.051	161.197	343.744	255.282	342.051	203.082	307.211	134.237	145.075	285.765
3390060000	62.72	235.580	196.062	214.205	268.197	263.120	153.632	390.966	163.436	356.769	338.526	192.838	432.393	382.487	233.821	251.291	168.887	211.752	274.136	129.879	307.453	212.819	46.103	50.667	350.658	238.906	67.632	159.017	334.812	260.094	343.410	200.109	302.237	137.079	138.254	279.147
3390100000	62.72	242.250	200.398	208.564	274.017	255.547	151.855	402.248	162.966	357.923	345.216	204.051	428.829	381.538	223.923	250.821	171.626	212.752	276.100	133.465	315.265	219.991	43.598	51.368	347.581	245.957	68.444	156.650	345.111	252.675	337.855	203.473	301.316	134.868	135.149	277.039
3390140000	62.72	233.393	192.327	214.607	262.838	255.316	148.256	399.128	163.256	363.607	337.276	197.581	435.453	382.556	228.991	253.444	173.670	222.911	271.755	130.768	313.607	216.759	41.342	45.897	346.838	242.786	70.590	148.581	336.538	256.162	338.650	201.691	297.386	142.697	134.448	281.206
3390180000	62.72	240.321	199.973	215.111	263.026	256.325	155.479	400.564	162.000	360.009	335.233	193.829	425.744	389.658	232.812	253.316	170.487	216.478	269.455	133.040	316.094	219.034	40.821	48.111	340.051	248.436	65.624	157.145	341.957	250.769	340.154	205.445	304.386	140.105	140.701	286.980
3420020000	63.05	262.393	205.673	214.932	262.812	249.171	150.829	398.299	153.316	360.513	329.509	203.752	412.974	367.872	227.376	249.085	163.809	215.425	271.636	139.485	301.513	217.190	43.145	54.974	350.573	244.949	61.718	144.761	329.111	248.786	331.325	218.836	298.833	135.197	160.493	317.902
3420060000	63.05	261.348	210.142	207.256	263.111	254.650	156.462	399.983	150.171	358.658	330.690	204.812	409.709	361.727	228.068	244.991	162.157	218.407	271.255	138.222	303.026	209.138	39.632	54.487	345.094	242.940	62.530	146.846	335.641	248.436	337.624	224.118	294.623	139.066	167.582	316.853
3420100000	63.05	260.080	204.416	215.880	255.547	257.205	155.915	407.350	156.915	348.487	330.905	200.188	414.444	369.402	217.880	245.863	164.087	217.823	270.864	136.263	299.137	216.069	40.932	51.974	351.761	242.957	68.803	139.171	338.556	249.111	330.786	215.945	299.807	131.013	155.657	309.216
3420140000	63.05	260.554	204.761	221.214	257.897	246.752	152.419	408.803	153.496	356.880	334.164	198.051	415.231	365.154	223.162	250.068	164.983	218.186	268.936	137.131	301.547	222.776	43.829	58.009	353.949	245.684	64.991	141.974	339.846	246.701	329.496	215.355	301.219	137.355	158.343	310.461
3420180000	63.05	267.473	202.602	216.513	253.103	250.231	149.504	400.812	158.581	353.675	331.276	198.453	416.974	372.325	219.496	247.419	169.774	226.327	264.527	134.323	302.299	215.586	41.111	56.709	352.923	240.846	60.547	142.855	338.325	253.513	330.376	220.836	294.991	135.263	166.642	312.765
3450020000	63.38	280.062	260.770	205.701	243.496	248.410	153.017	398.470	144.966	355.060	332.078	198.727	416.026	353.487	222.068	250.897	154.791	216.628	268.627	137.424	296.624	223.026	45.282	52.556	353.795	246.299	66.769	127.111	332.051	249.632	331.598	257.773	246.667	130.592	181.746	324.069
3450060000	63.38	286.509	261.876	210.957	246.060	247.017	152.607	399.632	147.641	347.795	337.448	198.009	409.795	353.778	210.607	243.769	158.522	218.920	269.018	133.444	302.256	216.474	37.880	47.915	353.085	241.188	61.846	125.504	330.248	251.803	326.342	254.373	247.930	128.000	183.015	320.265
3450100000	63.38	279.152	251.805	207.179	243.496	257.727	155.812	399.333	150.308	352.778	333.647	201.188	418.342	358.906	212.650	241.282	155.922	220.566	264.409	140.172	300.444	224.776	41.325	48.479	359.735	241.393	69.487	128.034	331.632	248.162	320.103	259.855	240.123	127.487	176.254	324.892
3450140000	63.38	282.723	251.310	204.419	245.521	254.991	150.991	395.547	146.308	345.752	330.172	198.692	411.265	352.650	217.128	241.769	155.026	221.850	264.318	135.788	305.692	222.353	39.145	51.060	351.701	242.786	67.547	125.795	324.513	242.188	331.581	250.591	249.281	130.026	180.478	319.882
3450180000	63.38	283.911	253.496	209.043	240.273	255.538	153.436	395.727	154.051	361.231	332.940	195.094	413.966	358.778	218.120	239.949	147.617	227.566	262.473	137.818	298.419	219.836	37.872	44.812	359.436	246.120	60.718	123.615	332.991	249.957	331.530	257.373	245.035	130.395	177.537	324.020
3480020000	63.70	291.536	263.204	183.504	228.496	253.248	143.564	395.444	142.897	348.923	340.345	196.675	417.872	347.752	216.880	252.214	137.948	223.664	263.536	147.596	360.880	216.526	39.077	53.009	366.513	237.752	62.744	120.897	329.103	241.410	324.265	260.436	241.763	122.395	185.254	322.078
3480060000	63.70	292.036	267.867	183.427	230.043	245.350	142.154	394.350	137.350	345.402	334.000	192.863	413.060	345.231	211.359	247.684	137.704	231.310	264.200	144.515	364.513	215.276	45.214	45.085	361.231	232.641	64.667	123.137	328.573	235.350	326.940	267.645	238.833	127.566	191.507	321.255
3480100000	63.70	287.705	258.761	190.043	232.974	245.197	139.974	402.675	138.889	344.880	328.655	192.385	420.453	339.308	207.855	259.675	138.522	224.991	263.873	145.444	371.188	221.879	42.949	50.838	368.778	247.154	70.265	119.573	330.624	241.342	330.915	263.391	236.281	128.184	193.851	319.686
3480140000	63.70	295.795	265.106	189.607	231.316	246.829	143.880	393.615	136.453	343.701	323.845	192.957	424.333	340.752	214.308	248.197	133.904	220.982	265.382	141.970	366.692	213.078	39.427	49.966	362.744	241.761	58.974	123.718	327.641	236.846	320.709	260.091	236.395	128.026	186.925	319.725
3480180000	63.70	291.893	261.832	185.316	233.462	250.009	136.718	398.094	142.256	352.222	333.431	197.803	415.641	345.547	211.615	248.103	143.252	223.327	254.745	140.505	357.188	216.336	36.684	46.538	365.359	234.205	61.650	120.538	331.179	242.402	325.538	267.518	237.842	122.566	183.731	320.245
3510020000	64.02	292.286	266.239	167.103	211.538	252.077	144.547	399.120	166.342	343.111	333.500	194.205	398.667	336.009	218.632	239.923	125.087	223.867	264.245	144.343	357.128	208.388	38.795	49.803	366.385	241.479	58.060	106.171	336.325	184.974	340.068	258.318	238.035	123.079	184.731	315.029
3510060000	64.02	289.634	263.212	167.222	211.350	241.368	150.085	393.256	164.650	346.650	330.336	193.727	406.744	336.923	215.718	233.786	129.452	222.248	257.700	141.768	345.641	205.647	35.846	48.231	363.068	235.564	57.316	119.701	345.718	188.402	347.761	249.964	237.947	118.474	183.060	318.324
3510100000	64.03	294.027	268.310	168.786	212.325	246.462	146.077	389.291	160.829	348.436	333.388	197.547	400.291	336.427	219.983	240.675	125.470	220.434	254.927	142.636	347.735	215.336	40.222	47.769	362.949	232.325	59.376	111.333	336.214	189.624	336.291	253.727	237.579	121.816	180.313	317.098
3510140000	64.03	289.339	265.832	169.034	204.795	247.530	144.632	393.085	164.556	353.094	335.095	193.094	401.556	331.915	212.214	231.752	124.174	221.982	262.973	143.404	353.427	210.793	36.838	47.393	365.017	242.701	60.658	121.453	341.427	188.632	339.342	259.073	241.263	128.250	180.000	313.422
3510180000	64.03	289.491	263.885	170.017	209.385	249.162	149.419	387.812	162.821	350.162	326.276	185.821	400.462	336.214	216.188	236.786	121.635	219.903	253.609	149.495	347.077	208.612	39.752	49.436	361.487	240.077	58.624	115.256	339.538	190.376	343.111	255.382	240.395	127.276	179.896	313.363
3540020000	64.35	300.268	279.372	189.068	193.615	238.504	144.017	397.675	145.863	352.231	329.810	190.675	389.231	325.846	213.026	214.402	113.209	222.796	256.109	147.081	360.026	216.957	41.009	44.513	368.103	267.085	56.607	125.812	372.949	185.359	340.453	251.409	237.456	116.618	177.075	315.755
3540060000	64.35	303.830	275.071	187.205	192.538	236.521	143.880	392.624	147.085	341.009	326.121	190.060	391.410	330.009	216.179	218.205	113.557	220.965	255.582	153.515	354.222	211.621	39.470	48.846	371.453	265.889	60.590	114.470	366.581	180.650	344.111	255.745	232.719	126.513	175.806	302.755
3540100000	64.35	305.134	273.434	188.906	200.145	229.573	145.581	394.299	137.581	346.043	326.302	190.316	383.974	335.350	211.949	213.727	115.322	220.089	258.755	148.081	353.273	206.690	38.376	54.051	364.376	258.530	59.872	113.128	366.427	180.915	336.641	256.218	231.711	121.079	179.119	302.912
3540140000	64.35	301.188	274.248	190.009	199.769	231.940	143.641	398.829	139.000	337.889	324.552	183.658	390.598	326.368	210.821	217.974	112.922	215.956	254.691	151.242	350.573	214.603	41.923	48.615	362.060	266.701	60.120	120.923	363.291	180.684	339.214	247.009	233.658	124.145	178.970	310.843
3540180000	64.35	304.009	272.814	183.179	198.436	235.855	142.701	392.684	139.171	347.496	326.474	187.179	392.735	325.248	219.000	213.829	107.617	213.336	256.282	146.081	351.735	211.983	39.632	50.299	367.248	266.017	57.581	115.991	362.316	182.932	342.214	248.200	229.640	121.697	171.000	312.912
3570020000	64.67	271.616	279.035	173.667	178.889	222.291	155.718	389.368	142.957	343.085	319.784	180.709	374.350	315.530	210.991	184.034	125.313	224.823	249.827	140.990	300.658	208.784	41.462	49.085	369.350	270.590	61.829	120.641	365.786	175.068	343.821	248.409	224.044	122.934	168.254	302.353
3570060000	64.67	270.830	274.106	171.590	179.872	222.171	151.547	385.462	136.316	335.675	321.017	185.034	367.504	310.598	204.333	180.940	124.809	217.584	249.373	142.596	298.598	205.638	41.068	49.812	359.256	269.966	62.274	110.419	355.239	175.043	337.068	255.145	221.254	119.711	163.328	304.598
3570100000	64.67	277.821	280.434	168.077	177.897	220.727	158.376	389.026	142.436	340.667	320.457	182.444	377.077	312.009	204.197	183.470	122.348	214.566	254.609	145.535	294.897	212.629	41.479	48.761	365.068	268.265	55.120	115.590	359.949	170.778	336.479	249.655	225.842	121.132	174.985	307.510
3570140000	64.67	268.804	276.106	174.350	180.043	222.060	157.205	388.573	133.735	338.179	326.698	177.581	374.906	315.957	208.598	192.248	120.000	222.159	253.936	145.636	290.453	215.767	39.043	48.991	364.376	268.222	59.795	117.068	363.983	172.761	341.462	242.300	228.263	119.987	171.687	304.980
3570180000	64.67	266.054	277.142	176.385	182.462	218.171	154.051	381.744	139.009	335.342	321.612	182.658	371.359	313.393	203.333	183.658	120.026	213.434	252.464	143.303	294.444	213.871	48.179	46.667	364.598	268.504	57.974	116.333	362.137	172.632	333.915	245.945	223.939	117.421	163.985	313.892
