DBG_2025.05.07_PM_F0_kin.TXTFluorCam7 Kinetics Export File
-----------------------------------
[us]	[?C]	B3	B2	B1	A3	A2	A1	C3	C2	C1	D3	D2	D1	C4	C5	C6	D4	D5	D6	B4	B5	B6	A4	A5	A6	E1	G4	H2	H3	G5	F5	E5	E6	F6	G6	F1	G1	G2	F2	E2	E3	F3	G3	H1	E4	F4	H4	H5	H6
2340020000	51.26	110.410	106.809	98.179	69.264	89.698	83.419	122.462	109.560	101.226	117.862	92.183	108.205	87.830	98.991	89.632	124.018	90.965	129.866	122.000	89.644	96.294	64.096	68.063	64.304	136.383	101.349	100.771	72.827	113.358	176.974	204.786	195.128	121.071	116.655	111.279	217.741	220.248	165.441	167.225	177.972	132.914	269.035	91.304	220.174	182.803	106.776	108.343	95.351
2340060000	51.26	109.949	110.478	94.179	69.882	90.371	80.453	122.060	108.948	99.878	111.336	99.413	107.911	90.402	96.991	88.316	124.561	94.386	123.446	123.956	90.067	93.624	61.009	66.622	64.036	139.372	99.368	95.260	71.692	104.095	179.154	193.527	187.523	123.045	115.354	107.144	210.500	223.846	161.980	173.405	170.981	127.613	270.487	95.946	222.409	182.786	111.280	104.815	107.093
2340100000	51.26	106.470	106.896	90.556	77.036	86.733	83.573	120.402	110.362	101.061	115.491	97.019	107.214	92.920	98.375	90.579	122.825	96.965	128.089	117.018	88.346	93.835	59.296	62.982	67.062	133.574	97.217	101.885	77.894	107.095	176.940	202.188	187.330	120.580	112.575	106.567	208.802	223.752	157.157	170.622	169.194	129.796	266.574	94.357	218.948	185.239	102.383	105.630	103.969
2340140000	51.26	108.556	111.678	96.795	71.855	95.405	83.521	120.803	108.784	98.070	108.940	99.442	108.527	85.491	97.420	90.877	119.649	92.553	125.661	117.947	87.260	96.532	63.635	62.081	68.554	139.926	93.783	104.177	71.481	107.632	174.846	193.170	190.395	118.500	115.124	107.327	216.172	222.077	168.118	170.315	172.889	131.677	267.800	98.223	224.991	184.564	107.813	103.380	97.124
2340180000	51.26	111.692	102.157	94.547	71.500	89.897	82.188	122.231	101.948	94.896	113.698	104.269	109.911	88.214	100.312	86.509	122.728	98.895	126.071	120.956	95.952	95.826	61.478	62.117	68.821	141.106	100.104	98.698	72.760	112.989	180.188	205.991	192.046	121.375	116.566	110.692	212.552	220.940	162.382	173.712	170.981	127.785	270.878	97.482	221.365	185.214	110.776	111.231	103.804
2370020000	51.59	117.786	115.235	94.923	77.382	89.276	83.897	129.248	113.095	107.739	112.474	103.538	116.268	92.804	103.438	95.728	129.491	101.877	127.107	121.886	95.337	97.862	67.765	67.622	65.938	141.223	101.547	106.573	76.548	118.200	192.778	197.375	183.257	128.696	119.681	111.808	215.466	216.632	170.716	180.820	170.583	128.688	262.643	96.821	217.939	196.906	112.037	112.111	94.577
2370060000	51.59	117.222	114.400	98.718	75.564	87.138	85.291	123.786	114.966	97.191	108.371	102.981	112.893	94.741	92.473	93.623	116.868	99.360	122.893	122.184	89.788	98.339	70.461	71.198	75.429	143.649	100.745	103.531	80.654	115.600	191.419	191.312	186.165	132.545	119.708	109.202	216.526	215.487	167.676	180.081	167.269	135.925	270.435	95.312	216.826	187.248	104.766	111.454	93.247
2370100000	51.59	117.137	115.061	100.675	81.464	81.784	87.667	129.470	107.526	96.374	110.164	102.683	111.188	96.232	103.250	91.781	127.667	99.886	130.929	116.886	100.519	97.651	69.757	69.306	73.330	141.543	103.632	107.604	75.538	114.074	193.581	198.652	184.440	129.893	121.770	107.029	224.698	218.462	168.863	183.694	170.444	136.204	262.757	99.714	217.652	200.923	110.187	113.315	90.732
2370140000	51.59	114.709	115.487	99.188	81.282	88.086	88.795	128.880	115.517	104.304	116.052	103.394	115.795	91.571	99.438	94.693	126.807	103.544	130.196	118.930	84.462	98.156	63.617	64.378	68.911	147.851	104.132	105.469	78.702	119.463	195.128	201.107	180.578	128.482	118.265	116.288	219.198	221.453	168.118	189.694	169.287	130.376	257.513	94.652	220.817	197.632	108.318	109.806	89.464
2370180000	51.59	109.376	113.530	95.291	78.600	85.448	84.923	125.709	112.543	108.539	114.897	101.952	115.705	93.777	98.536	89.395	127.000	97.298	124.652	122.316	89.212	94.486	69.261	70.811	68.821	148.096	101.962	104.417	76.471	116.021	193.487	198.973	188.367	126.036	121.796	114.625	219.302	221.273	167.843	180.072	167.472	132.774	268.461	93.634	222.896	199.530	112.103	109.269	97.124
2400020000	51.94	118.162	122.783	96.462	80.091	89.078	91.444	132.051	114.905	110.139	119.147	106.798	121.018	99.554	100.696	103.772	124.114	101.640	136.268	118.693	94.404	102.807	69.861	71.973	72.312	138.074	115.745	106.094	80.173	123.747	203.410	196.902	188.248	137.884	118.292	117.865	221.483	230.026	181.392	198.712	166.972	127.204	266.574	96.036	221.774	199.564	110.981	116.926	97.309
2400060000	51.94	115.111	116.904	100.436	84.409	87.707	89.564	128.291	107.517	108.957	116.259	105.183	120.973	94.455	97.982	95.474	131.079	97.360	135.884	115.175	93.721	97.899	67.452	72.441	71.134	152.830	110.953	103.344	81.231	121.979	200.085	196.777	187.899	138.045	120.823	118.663	225.526	221.991	173.049	194.928	163.028	125.624	259.374	99.232	220.104	203.812	116.832	121.528	94.639
2400100000	51.94	117.111	121.104	100.000	80.200	88.388	88.838	127.333	116.060	112.643	111.750	106.971	113.295	98.500	104.304	100.439	127.061	98.088	134.420	116.430	90.058	103.275	70.157	73.541	70.348	150.043	112.472	101.781	76.529	122.653	211.650	198.571	187.917	136.232	119.496	115.471	221.147	222.538	178.814	198.964	169.343	129.484	258.148	97.286	223.652	198.658	114.308	125.898	95.526
2400140000	51.94	115.726	117.739	99.752	86.582	90.552	92.325	128.410	113.552	110.383	111.897	103.423	117.982	96.688	96.509	100.246	128.456	96.026	128.161	116.693	97.183	100.541	70.470	73.270	71.411	154.809	116.358	101.865	80.356	123.179	204.162	191.098	183.339	132.188	127.487	116.683	225.267	225.017	178.961	190.477	166.148	122.796	265.957	101.402	218.609	204.863	115.103	118.269	104.845
2400180000	51.94	120.051	121.165	99.974	81.645	91.345	91.197	131.316	113.828	111.522	111.741	101.442	117.679	95.509	100.223	96.702	129.272	102.219	126.152	122.386	97.731	94.174	70.609	74.315	63.929	149.170	120.698	108.927	81.625	123.958	207.667	198.759	187.395	133.375	119.664	113.846	227.388	223.966	177.500	194.360	166.583	127.237	264.661	97.929	219.835	202.000	116.308	128.296	94.680
2430020000	52.27	134.359	124.974	103.863	82.264	93.914	90.222	137.906	118.621	109.261	118.776	111.308	122.286	96.241	106.098	101.588	134.965	99.886	132.527	118.816	96.894	109.587	79.052	80.288	82.554	140.074	118.604	104.812	80.423	136.547	211.051	191.116	180.789	140.946	123.823	118.577	235.414	223.974	175.078	194.342	169.065	129.043	259.104	105.473	220.017	209.607	120.084	126.417	106.237
2430060000	52.27	130.615	125.017	103.376	86.227	92.371	90.923	134.333	115.759	109.513	116.776	111.038	129.473	98.375	104.812	94.465	134.772	100.000	131.152	126.272	97.990	110.110	78.252	79.063	83.357	140.064	116.783	108.594	85.288	125.042	209.778	188.929	180.972	138.000	128.212	115.481	225.388	223.624	176.343	200.793	162.991	136.613	256.948	102.500	212.704	214.402	119.935	132.880	106.649
2430100000	52.28	123.496	121.348	102.855	81.009	94.681	94.308	137.120	116.431	104.800	117.741	108.673	126.527	102.777	104.188	99.211	133.018	106.114	135.268	123.588	96.750	116.606	79.652	77.387	80.688	141.957	117.264	108.844	85.769	129.453	210.162	195.866	190.853	134.750	128.204	117.913	228.336	219.940	182.020	195.144	167.704	128.473	258.000	103.321	218.826	214.675	123.318	127.278	106.773
2430140000	52.28	130.393	127.939	104.436	85.391	92.888	96.368	137.581	114.552	111.070	119.621	110.529	124.705	98.473	107.696	99.070	133.860	100.553	138.473	116.579	96.894	118.495	78.078	78.261	80.777	141.840	118.245	110.635	85.192	133.337	207.350	190.384	184.945	138.250	128.814	119.529	229.638	222.983	186.725	198.748	166.111	123.183	260.591	98.830	210.600	212.376	122.402	137.833	110.165
2430180000	52.28	128.060	126.087	103.419	81.891	97.207	94.872	130.077	117.629	109.461	114.397	108.500	129.473	98.464	99.598	98.044	135.482	100.579	133.545	118.570	101.173	109.248	77.296	76.279	81.259	140.181	117.792	106.833	78.317	127.558	210.949	194.241	178.872	140.670	123.743	121.490	233.112	216.940	179.363	204.099	165.130	125.237	254.843	107.527	213.522	212.051	121.280	128.361	99.454
2460020000	52.61	130.744	130.383	108.744	88.491	97.129	103.256	146.803	125.534	110.122	120.776	107.125	133.616	102.277	114.375	103.763	142.035	112.026	136.438	124.596	95.000	116.440	86.635	80.054	82.429	139.266	120.311	108.844	94.404	122.558	218.940	184.179	180.532	143.482	135.743	121.683	228.121	219.573	174.078	206.099	170.630	128.656	255.391	110.116	214.870	226.419	123.430	141.065	108.216
2460060000	52.61	145.632	134.957	110.222	85.382	96.810	96.581	150.077	126.517	114.330	122.569	111.529	129.571	103.938	118.839	103.851	131.675	108.728	133.482	130.667	96.913	116.000	79.670	89.739	84.536	140.787	120.877	113.365	89.529	126.937	219.376	186.036	178.431	140.321	138.575	118.000	225.345	219.880	181.402	197.883	168.481	125.151	246.957	106.723	215.226	221.641	123.421	138.741	104.598
2460100000	52.61	131.368	132.617	101.880	85.418	98.509	96.829	139.103	125.810	110.713	118.276	109.192	128.589	106.482	115.571	107.439	137.544	106.439	138.357	121.333	93.096	116.239	84.409	84.622	85.161	132.777	119.811	109.250	94.558	127.863	219.402	183.929	187.569	147.509	139.973	117.106	226.991	213.778	182.137	196.396	161.806	126.183	255.548	101.348	215.209	216.667	122.439	138.213	112.701
2460140000	52.61	133.385	137.565	106.795	83.827	98.483	94.385	142.077	123.405	109.417	123.078	112.769	129.973	107.411	109.464	101.526	138.544	107.763	133.723	122.868	103.452	120.220	84.887	82.306	80.009	138.745	120.000	118.344	96.548	124.600	219.000	185.527	182.450	145.268	133.628	117.327	226.474	216.179	184.569	200.144	169.815	129.333	253.704	104.750	215.435	225.812	124.636	137.926	112.309
2460180000	52.61	126.000	130.357	102.231	82.127	98.776	96.795	141.026	121.957	109.470	119.526	109.404	121.821	103.232	116.625	105.535	133.921	109.316	138.098	126.491	96.394	118.587	83.043	81.486	83.080	131.798	121.358	106.552	79.596	127.642	221.581	191.188	182.761	150.777	135.274	117.510	220.750	212.444	179.353	204.649	162.907	124.387	254.678	105.232	212.070	221.795	128.710	142.481	105.433
2490020000	52.95	141.675	146.426	112.462	97.518	101.121	101.410	153.786	134.405	119.278	134.388	117.423	128.812	111.920	118.571	109.342	143.018	113.886	143.491	134.465	102.856	124.578	90.348	89.910	86.411	138.319	126.066	112.604	96.269	127.368	231.026	192.241	186.064	150.795	146.566	119.048	226.931	219.769	178.578	202.135	161.639	120.473	249.087	104.652	217.009	227.829	137.477	152.731	107.144
2490060000	52.95	140.077	141.809	112.590	87.782	97.560	99.265	142.863	127.888	121.113	127.009	112.587	132.482	105.152	118.821	107.026	137.763	111.395	144.009	131.675	103.548	125.642	86.200	91.577	85.545	140.340	124.708	109.698	95.721	130.274	228.692	184.652	173.156	152.304	143.699	114.683	217.810	206.350	176.657	201.622	163.361	129.172	246.252	107.982	213.843	222.957	127.907	146.593	110.680
2490100000	52.95	140.778	140.252	118.085	92.909	101.612	102.402	146.650	125.802	117.574	131.216	116.913	122.875	108.920	119.134	111.325	142.649	107.079	143.875	133.386	101.394	125.394	85.948	95.279	87.598	138.606	126.623	110.688	100.279	126.274	234.821	184.750	182.119	150.214	136.938	119.875	227.957	208.120	181.716	199.441	165.787	125.075	249.930	104.911	210.896	225.692	130.234	145.361	108.804
2490140000	52.95	140.590	138.365	119.744	92.364	100.836	93.419	148.444	127.353	116.417	126.026	115.154	127.286	112.875	117.536	117.158	143.904	110.149	145.357	133.000	100.990	116.349	89.139	89.423	87.170	143.362	125.321	107.656	95.625	121.021	225.650	190.804	180.413	151.062	144.239	117.202	217.129	212.393	179.010	204.270	163.500	123.828	245.165	109.143	222.235	222.598	134.467	149.130	108.546
2490180000	52.95	146.829	138.357	112.239	87.864	97.966	105.026	150.641	128.914	117.235	134.681	111.337	137.330	105.812	116.143	106.149	143.868	105.614	141.455	135.211	99.183	117.495	88.296	87.532	82.464	132.000	120.642	109.385	93.788	122.295	221.838	187.286	179.284	144.732	145.434	119.962	220.328	208.060	178.304	196.577	163.815	121.355	249.730	111.625	220.322	227.658	128.187	149.426	110.402
2520020000	53.28	143.368	147.461	120.222	101.482	107.526	103.060	154.855	140.526	119.504	138.948	111.019	130.634	113.161	123.089	113.789	142.509	111.254	151.830	147.333	99.712	114.303	92.000	96.099	87.562	133.128	133.274	118.208	104.817	131.421	232.795	188.625	188.734	159.589	161.929	119.875	218.922	206.949	177.961	198.360	170.093	125.473	231.461	112.143	210.626	237.692	138.486	151.352	105.134
2520060000	53.28	147.060	148.278	124.915	108.182	104.603	97.342	149.966	134.897	118.696	128.914	129.192	135.688	118.491	124.286	117.404	134.553	116.105	149.491	145.351	102.298	124.349	89.243	98.874	86.554	137.553	129.651	115.531	108.231	125.621	229.103	183.134	185.119	155.366	156.991	117.683	216.681	208.308	177.098	200.324	165.037	129.484	238.522	104.080	213.704	235.453	134.449	158.417	105.299
2520100000	53.28	143.419	155.504	120.983	102.055	110.836	106.436	158.855	137.319	119.226	138.905	123.000	130.661	110.848	122.982	114.886	138.482	113.456	150.723	145.570	101.837	126.055	90.539	92.189	87.705	142.638	127.925	114.625	103.615	132.453	235.436	181.866	186.413	158.723	160.168	116.106	224.216	205.051	177.833	195.063	164.907	126.957	230.757	114.125	212.470	238.205	135.075	154.861	109.278
2520140000	53.28	145.145	147.600	121.538	107.555	110.086	99.581	153.179	134.578	116.591	134.310	120.981	137.170	114.250	127.134	118.772	138.737	116.237	146.670	138.965	103.856	125.899	91.696	97.586	91.054	142.809	125.509	113.323	105.000	127.232	226.179	184.438	179.716	154.134	158.655	120.192	219.595	202.658	179.490	198.838	164.824	128.548	237.930	114.098	215.930	236.709	139.140	157.130	113.649
2520180000	53.28	147.017	149.304	119.299	109.055	103.259	106.658	155.487	138.190	120.087	130.491	121.865	130.705	111.036	121.411	113.842	137.614	110.377	146.518	139.149	103.846	124.697	90.209	95.550	91.027	138.447	127.387	113.000	105.327	126.516	224.701	187.518	183.349	158.143	160.938	116.365	222.845	204.624	181.343	200.144	168.463	121.849	235.791	115.161	213.278	235.419	134.542	157.519	110.227
2550020000	53.62	153.803	159.278	124.017	112.782	114.397	104.060	165.427	148.371	125.565	143.026	126.250	140.455	122.286	127.420	119.763	152.737	120.500	158.839	140.570	118.404	134.257	97.504	93.559	96.161	139.957	131.868	124.552	105.913	127.937	235.838	180.875	183.881	159.839	165.407	114.952	213.543	209.410	177.588	196.099	161.898	131.419	223.270	120.277	215.217	245.350	138.449	158.176	116.402
2550060000	53.62	155.179	156.243	121.547	115.009	122.914	104.949	164.752	148.707	124.913	133.534	120.692	138.232	121.741	135.643	122.307	145.053	121.298	157.812	144.026	117.221	136.073	93.522	104.288	97.170	133.989	129.915	121.792	110.846	125.442	231.205	188.116	192.009	158.705	165.204	113.269	213.664	205.547	177.108	194.450	165.389	123.108	214.113	119.625	211.470	242.333	143.327	158.185	107.845
2550100000	53.62	152.727	152.235	121.949	110.582	115.784	103.333	168.060	148.534	129.304	138.724	125.558	140.402	126.420	134.643	113.772	155.395	125.842	153.768	142.746	113.962	127.908	94.409	98.928	91.804	140.372	132.387	122.344	105.038	125.621	231.641	185.509	191.697	154.795	164.646	119.490	218.466	212.265	177.627	190.748	163.509	122.000	212.809	122.473	211.313	238.709	137.421	157.398	112.227
2550140000	53.62	154.273	158.035	125.427	107.255	115.112	106.051	161.949	146.560	126.043	137.216	128.615	134.473	118.527	131.562	117.439	153.386	128.772	156.321	142.693	113.596	124.716	93.252	96.000	92.223	142.979	130.038	120.521	105.798	128.347	236.761	188.259	181.633	153.509	164.549	115.760	216.845	207.641	174.510	196.928	171.722	129.269	221.835	114.232	212.991	246.709	142.187	161.907	108.186
2550180000	53.62	153.026	160.165	121.838	112.600	116.526	106.299	165.068	151.793	120.557	137.724	127.404	137.375	120.366	130.509	116.386	148.035	123.079	151.804	144.158	117.769	131.761	93.270	96.162	87.911	145.021	128.858	119.760	107.548	123.579	228.103	181.821	184.495	157.804	166.779	113.962	217.560	215.829	179.775	192.360	165.796	128.548	218.774	119.955	218.330	241.547	147.065	161.241	113.794
2580020000	53.96	162.547	167.391	128.188	119.573	124.388	113.154	167.453	154.862	133.243	144.828	126.577	146.125	120.866	140.589	122.833	155.711	124.851	152.634	143.246	126.404	138.110	102.678	110.649	94.420	133.532	116.104	115.854	119.077	130.789	232.051	186.491	189.706	161.929	173.956	112.279	215.284	203.026	171.765	191.459	166.907	131.731	210.626	124.420	219.748	245.932	156.682	166.519	114.237
2580060000	53.96	160.333	161.687	130.573	118.955	131.276	112.333	169.564	158.241	127.609	142.086	130.856	144.920	120.330	140.500	133.456	155.035	126.026	151.134	143.421	123.231	132.477	105.165	106.802	100.027	142.702	124.538	124.510	117.173	134.379	232.111	191.714	189.422	161.134	175.053	112.385	207.448	202.821	178.657	195.468	162.194	124.968	203.304	127.214	213.226	240.162	152.673	165.074	115.773
2580100000	53.97	164.590	167.887	124.436	119.618	129.069	113.179	176.128	156.216	129.252	149.181	125.163	141.946	122.759	135.821	128.982	156.114	127.930	156.054	141.114	116.788	138.073	109.417	106.018	96.205	138.415	122.142	123.583	117.885	125.274	232.846	187.214	193.798	155.348	177.035	110.827	213.414	200.513	176.882	192.009	164.833	125.548	201.530	127.286	212.183	243.838	150.000	160.046	116.567
2580140000	53.97	158.530	159.757	131.547	115.436	124.543	111.991	170.308	157.224	129.235	142.138	127.538	146.062	121.036	134.036	127.474	160.474	125.886	154.054	145.123	118.798	136.266	96.730	103.739	92.607	137.926	117.151	124.552	114.740	129.263	241.256	193.920	190.266	156.750	172.681	110.942	206.948	205.419	176.539	197.613	163.130	130.269	202.722	127.545	211.096	239.316	151.850	156.222	109.742
2580180000	53.97	160.744	162.226	132.829	113.545	130.922	103.786	171.222	156.664	125.426	145.578	127.231	142.357	121.839	134.491	129.789	157.588	128.158	146.830	145.149	120.154	141.872	105.000	108.577	90.098	138.489	122.142	128.135	108.038	135.463	230.085	186.250	196.055	162.777	172.265	111.250	209.681	204.265	169.657	196.946	165.046	130.796	205.704	130.946	209.896	241.974	147.542	166.861	111.546
2610020000	54.30	176.009	164.017	138.333	131.464	145.793	121.607	193.573	170.129	136.713	154.000	131.510	150.330	127.848	147.741	143.561	165.342	133.447	161.312	149.123	131.894	145.211	110.348	113.225	100.429	141.638	119.774	124.479	123.288	129.979	231.786	197.652	198.945	153.402	184.071	108.462	203.147	192.171	179.843	191.658	164.981	123.946	192.191	140.804	220.026	245.855	153.290	167.120	115.299
2610060000	54.30	162.915	168.278	133.077	125.445	135.345	123.248	185.573	170.078	132.461	152.190	134.798	148.866	127.268	145.580	131.325	158.123	132.763	162.116	142.509	128.923	148.706	107.417	113.441	100.321	137.160	117.792	125.531	121.096	127.632	226.624	197.536	192.505	157.134	179.345	109.971	196.534	186.308	172.255	194.135	161.306	123.075	184.452	134.018	213.765	240.103	155.346	161.194	112.299
2610100000	54.30	162.325	169.913	134.060	124.209	141.112	121.214	193.863	169.552	138.574	153.457	131.096	148.482	127.536	144.080	128.579	161.614	128.728	155.661	147.921	134.654	138.661	105.617	111.784	101.723	134.277	118.123	127.062	118.356	127.032	231.513	195.277	194.523	157.714	177.531	108.404	205.491	187.769	172.853	192.468	162.796	123.839	185.391	131.723	212.417	238.923	150.037	161.056	118.340
